Disease	Disease_id	Therapeutic_area	Therapeutic_area_id	
Hypogammaglobulinemia	C0086438	Other selective immunoglobulin deficiencies	C0154276	
Congenital hypogammaglobulinemia	C1457897	Other selective immunoglobulin deficiencies	C0154276	
Agammaglobulinemia, X-linked, type 2	C1845903	Other selective immunoglobulin deficiencies	C0154276	
IMMUNODEFICIENCY 62	C5193109	Other selective immunoglobulin deficiencies	C0154276	
Immunoglobulin A deficiency (disorder)	C0162538	Other selective immunoglobulin deficiencies	C0154276	
Xanthinuria, Type II	C1863688	Xanthinuria (disorder)	C0220988	
Xanthinuria, Type I	C0268118	Xanthinuria (disorder)	C0220988	
Lesch-Nyhan Syndrome	C0023374	Other disorders of purine and pyrimidine metabolism	C0029595	
Dihydropyrimidinuria	C3495551	Other disorders of purine and pyrimidine metabolism	C0029595	
2	8-Dihydroxyadenine Urolithiasis	C3665382	Other disorders of purine and pyrimidine metabolism	C0029595
Xanthinuria (disorder)	C0220988	Other disorders of purine and pyrimidine metabolism	C0029595	
Acanthosis Nigricans	C0000889	Other dyschromia	C0375489	
Neonatal Jaundice	C0022353	Other dyschromia	C0375489	
Stromal corneal pigmentation	C0155105	Other dyschromia	C0375489	
Bloch Sulzberger syndrome	C0021171	Other dyschromia	C0375489	
Conjunctival pigmentation	C0155163	Other dyschromia	C0375489	
PIGMENTARY DISORDER, RETICULATE, WITH SYSTEMIC MANIFESTATIONS	C1845050	Other dyschromia	C0375489	
Dyschromatosis universalis hereditaria	C2930995	Other dyschromia	C0375489	
Reticulate acropigmentation of Kitamura	C0406811	Other dyschromia	C0375489	
Symmetrical dyschromatosis of extremities	C0406775	Other dyschromia	C0375489	
dowling-degos disease	C3714534	Other dyschromia	C0375489	
Vitreous Detachment	C0042907	Other vitreous opacities	C0029872	
Proliferative vitreoretinopathy	C0242852	Other vitreous opacities	C0029872	
Vitreous degeneration	C0155366	Other vitreous opacities	C0029872	
Persistent Hyperplastic Primary Vitreous	C0266568	Other vitreous opacities	C0029872	
Omodysplasia 2	C2750355	Omodysplasia	C4510897	
Omodysplasia type 1	C1850318	Omodysplasia	C4510897	
Young Simpson syndrome	C1863557	Blepharophimosis syndrome Ohdo type	C0796094	
Angular cheilitis	C0221237	Cheilitis	C0007971	
Acute tracheitis	C0149513	Tracheal Diseases	C0040580	
Tracheal Stenosis	C0040583	Tracheal Diseases	C0040580	
leiomyoma of trachea	C1336772	Tracheal Diseases	C0040580	
Calcification of trachea	C0264324	Tracheal Diseases	C0040580	
Malignant neoplasm of trachea	C0153489	Tracheal Diseases	C0040580	
Congenital tracheomalacia	C0392109	Tracheal Diseases	C0040580	
Orofaciodigital syndrome 9	C0796102	Orofaciodigital Syndromes	C0029294	
Orofaciodigital syndrome 11	C2752048	Orofaciodigital Syndromes	C0029294	
Orofaciodigital syndrome 8	C0796101	Orofaciodigital Syndromes	C0029294	
Orofaciodigital syndrome 5	C1868118	Orofaciodigital Syndromes	C0029294	
Orofaciodigital syndrome 4	C0406727	Orofaciodigital Syndromes	C0029294	
Orofaciodigital syndrome 3	C0406726	Orofaciodigital Syndromes	C0029294	
Orofaciodigital Syndrome I	C1510460	Orofaciodigital Syndromes	C0029294	
Polyp of middle ear	C0271466	Disorder of middle ear	C0271428	
Disorder of tympanic membrane	C0041825	Disorder of middle ear	C0271428	
Adenoma of middle ear	C1334759	Disorder of middle ear	C0271428	
Otitis Media	C0029882	Disorder of middle ear	C0271428	
Mastoiditis	C0024904	Disorder of middle ear	C0271428	
Uterine Cervical Incompetence	C0007871	Cervix Diseases	C0007867	
Leukoplakia of cervix	C0269194	Cervix Diseases	C0007867	
Endometriosis of cervix	C0269107	Cervix Diseases	C0007867	
Cervix Erosion	C0007869	Cervix Diseases	C0007867	
Uterine cervicitis and endocervicitis	C0007861	Cervix Diseases	C0007867	
Hypertrophic elongation of cervix	C0020561	Cervix Diseases	C0007867	
Other benign neoplasm of uterus, unspecified	C0153996	Cervix Diseases	C0007867	
TMEM70 related mitochondrial encephalo-cardio-myopathy	C4273660	Isolated ATP synthase deficiency	C4757950	
Trench Fever	C0040830	Bartonella Infections	C0004771	
Angiomatosis, Bacillary	C0085434	Bartonella Infections	C0004771	
Thrombocytosis	C0836924	Blood Platelet Disorders	C0005818	
Platelet Storage Pool Deficiency	C0032197	Blood Platelet Disorders	C0005818	
Thrombasthenia	C0040015	Blood Platelet Disorders	C0005818	
Qualitative platelet deficiency	C0235604	Blood Platelet Disorders	C0005818	
Quebec platelet disorder	C1866423	Blood Platelet Disorders	C0005818	
Gray Platelet Syndrome	C0272302	Blood Platelet Disorders	C0005818	
Stormorken Syndrome	C1861451	Blood Platelet Disorders	C0005818	
Rudiger syndrome 1	C0406704	Rudiger syndrome 1	C0406704	
Pseudohypoaldosteronism, Type I, Autosomal Recessive	C1449843	Pseudohypoaldosteronism	C0033805	
Pseudohypoaldosteronism, Type I	C0268436	Pseudohypoaldosteronism	C0033805	
HYPERPHOSPHATASIA WITH IMPAIRED INTELLECTUAL DEVELOPMENT SYNDROME 1	C4551502	Hyperphosphatasemia with intellectual disability	C1855923	
MITOCHONDRIAL COMPLEX IV DEFICIENCY, NUCLEAR TYPE 22	C5543491	Isolated cytochrome C oxidase deficiency	C5779825	
MITOCHONDRIAL COMPLEX IV DEFICIENCY, NUCLEAR TYPE 21	C5436727	Isolated cytochrome C oxidase deficiency	C5779825	
MITOCHONDRIAL COMPLEX IV DEFICIENCY, NUCLEAR TYPE 20	C5436726	Isolated cytochrome C oxidase deficiency	C5779825	
MITOCHONDRIAL COMPLEX IV DEFICIENCY, NUCLEAR TYPE 19	C5436723	Isolated cytochrome C oxidase deficiency	C5779825	
MITOCHONDRIAL COMPLEX IV DEFICIENCY, NUCLEAR TYPE 18	C5436720	Isolated cytochrome C oxidase deficiency	C5779825	
MITOCHONDRIAL COMPLEX IV DEFICIENCY, NUCLEAR TYPE 17	C5436718	Isolated cytochrome C oxidase deficiency	C5779825	
MITOCHONDRIAL COMPLEX IV DEFICIENCY, NUCLEAR TYPE 16	C5436714	Isolated cytochrome C oxidase deficiency	C5779825	
MITOCHONDRIAL COMPLEX IV DEFICIENCY, NUCLEAR TYPE 15	C5436712	Isolated cytochrome C oxidase deficiency	C5779825	
MITOCHONDRIAL COMPLEX IV DEFICIENCY, NUCLEAR TYPE 14	C5436710	Isolated cytochrome C oxidase deficiency	C5779825	
MITOCHONDRIAL COMPLEX IV DEFICIENCY, NUCLEAR TYPE 12	C5436695	Isolated cytochrome C oxidase deficiency	C5779825	
MITOCHONDRIAL COMPLEX IV DEFICIENCY, NUCLEAR TYPE 11	C5436694	Isolated cytochrome C oxidase deficiency	C5779825	
MITOCHONDRIAL COMPLEX IV DEFICIENCY, NUCLEAR TYPE 10	C5436692	Isolated cytochrome C oxidase deficiency	C5779825	
MITOCHONDRIAL COMPLEX IV DEFICIENCY, NUCLEAR TYPE 8	C5436689	Isolated cytochrome C oxidase deficiency	C5779825	
MITOCHONDRIAL COMPLEX IV DEFICIENCY, NUCLEAR TYPE 7	C5436685	Isolated cytochrome C oxidase deficiency	C5779825	
MITOCHONDRIAL COMPLEX IV DEFICIENCY, NUCLEAR TYPE 4	C5436683	Isolated cytochrome C oxidase deficiency	C5779825	
MITOCHONDRIAL COMPLEX IV DEFICIENCY, NUCLEAR TYPE 3	C5436682	Isolated cytochrome C oxidase deficiency	C5779825	
MITOCHONDRIAL COMPLEX IV DEFICIENCY, NUCLEAR TYPE 1	C5435656	Isolated cytochrome C oxidase deficiency	C5779825	
Papillon-Lefevre Disease	C0030360	Ectodermal Dysplasia	C0013575	
Christ-Siemens-Touraine syndrome	C0162359	Ectodermal Dysplasia	C0013575	
Cartilage-hair hypoplasia	C0220748	Ectodermal Dysplasia	C0013575	
Hidrotic Ectodermal Dysplasia	C0162361	Ectodermal Dysplasia	C0013575	
APLASIA CUTIS CONGENITA WITH EPIBULBAR DERMOIDS	C1838329	Ectodermal Dysplasia	C0013575	
Fried's tooth and nail syndrome	C0406715	Ectodermal Dysplasia	C0013575	
Ectodermal Dysplasia, Pure Hair-Nail Type	C1865951	Ectodermal Dysplasia	C0013575	
Schopf-Schulz-Passarge Syndrome	C1857069	Ectodermal Dysplasia	C0013575	
SCALP-EAR-NIPPLE SYNDROME	C1867020	Ectodermal Dysplasia	C0013575	
Naegeli syndrome	C0343111	Ectodermal Dysplasia	C0013575	
Marshall syndrome	C0265235	Ectodermal Dysplasia	C0013575	
Dermatopathia pigmentosa reticularis	C0406778	Ectodermal Dysplasia	C0013575	
CATARACT-ALOPECIA-SCLERODACTYLY SYNDROME	C1859316	Ectodermal Dysplasia	C0013575	
Alopecia congenita keratosis palmoplantaris	C1863093	Ectodermal Dysplasia	C0013575	
RAPP-HODGKIN SYNDROME	C1785148	Ectodermal Dysplasia	C0013575	
Eosinophilia	C0014457	Leukocyte Disorders	C0023510	
Multiple Myeloma	C0026764	Leukocyte Disorders	C0023510	
Langerhans Cell Sarcoma	C1260327	Leukocyte Disorders	C0023510	
Leukocyte-Adhesion Deficiency Syndrome	C0242597	Leukocyte Disorders	C0023510	
Leukopenia	C0023530	Leukocyte Disorders	C0023510	
Adenoma, Acidophil	C0001433	Leukocyte Disorders	C0023510	
Adenoma, Basophil	C0001431	Leukocyte Disorders	C0023510	
Mastocytosis	C0024899	Leukocyte Disorders	C0023510	
Leukostasis	C0282548	Leukocyte Disorders	C0023510	
Neutrophilia, Hereditary	C0543669	Leukocyte Disorders	C0023510	
Hallervorden-Spatz Syndrome	C0018523	Neurodegeneration with brain iron accumulation (NBIA)	C2931845	
Neuroferritinopathy	C1853578	Neurodegeneration with brain iron accumulation (NBIA)	C2931845	
Osteopetrosis Autosomal Dominant Type 2	C3179239	Osteopetrosis	C0029454	
OSTEOPETROSIS, AUTOSOMAL DOMINANT 1	C1843330	Osteopetrosis	C0029454	
Birdshot Chorioretinopathy	C1853959	Uveitis, Posterior	C0042167	
Ectopia lentis isolated	C1851286	Familial ectopia lentis	C2746069	
Multi-centric Castleman's Disease	C1334815	Angiofollicular ganglionic hyperplasia	C2931179	
Transient bullous dermolysis of the newborn	C1851573	Epidermolysis Bullosa Dystrophica	C0079294	
HIP DYSPLASIA, BEUKES TYPE	C1840572	Osteoarthrosis, localized, not specified whether primary or secondary	C0157946	
Pfaundler-Hurler Syndrome	C0086795	Mucopolysaccharidosis I	C0023786	
Hurler-Scheie Syndrome	C0086431	Mucopolysaccharidosis I	C0023786	
Complex Regional Pain Syndromes	C0458219	Peripheral autonomic neuropathy in disorders classified elsewhere	C0154691	
Sweating, Gustatory	C0038994	Peripheral autonomic neuropathy in disorders classified elsewhere	C0154691	
Autonomic neuropathy	C0259749	Peripheral autonomic neuropathy in disorders classified elsewhere	C0154691	
Idiopathic peripheral autonomic neuropathy	C0154690	Peripheral autonomic neuropathy in disorders classified elsewhere	C0154691	
PAROXYSMAL EXTREME PAIN DISORDER	C1833661	Peripheral autonomic neuropathy in disorders classified elsewhere	C0154691	
Autosomal dominant vitreoretinochoroidopathy	C3888099	Hereditary retinal dystrophy	C0154860	
Choroidal sclerosis	C0344297	Degenerative disorder of eye	C0154777	
Retinal Degeneration	C0035304	Degenerative disorder of eye	C0154777	
Corneal degeneration	C0155118	Degenerative disorder of eye	C0154777	
Leukocoria	C0152458	Degenerative disorder of eye	C0154777	
Siderosis of eye	C0271001	Degenerative disorder of eye	C0154777	
Conjunctival degeneration	C0155160	Degenerative disorder of eye	C0154777	
Snowflake vitreoretinal degeneration	C1860405	Degenerative disorder of eye	C0154777	
Monoclonal Paraproteinemia	C0026471	Other disorders of plasma protein metabolism	C0029594	
Polyclonal hypergammaglobulinemia	C0154254	Other disorders of plasma protein metabolism	C0029594	
alpha 1-Antitrypsin Deficiency	C0221757	Other disorders of plasma protein metabolism	C0029594	
Carboxypeptidase N Deficiency	C0398782	Other disorders of plasma protein metabolism	C0029594	
Presbyopia	C0033075	Disorder of accommodation	C0152198	
Spasm of accommodation	C0152196	Disorder of accommodation	C0152198	
Cycloplegia	C0235238	Disorder of accommodation	C0152198	
Chronic eustachian tube salpingitis	C0155430	Eustachian tube salpingitis	C0155428	
Acute eustachian tube salpingitis	C0155429	Eustachian tube salpingitis	C0155428	
Dental Pulp Calcification	C0011401	Dental Pulp Diseases	C0011405	
Dental Pulp Necrosis	C0011407	Dental Pulp Diseases	C0011405	
Pulp degeneration	C0034100	Dental Pulp Diseases	C0011405	
Pulpitis	C0034103	Dental Pulp Diseases	C0011405	
Miliaria Rubra	C0162423	Miliaria	C0026113	
Hypoglycemia	C0020615	Glucose Metabolism Disorders	C1257958	
Diabetes Mellitus	C0011849	Glucose Metabolism Disorders	C1257958	
Hyperglycemia	C0020456	Glucose Metabolism Disorders	C1257958	
Hyperinsulinism	C0020459	Glucose Metabolism Disorders	C1257958	
Prediabetes syndrome	C0362046	Glucose Metabolism Disorders	C1257958	
Phosphoglycerate Kinase 1 Deficiency	C1970848	Glucose Metabolism Disorders	C1257958	
Purine-nucleoside phosphorylase deficiency	C0268125	Combined immunodeficiency disease	C2711630	
IMMUNODEFICIENCY 53	C4539811	Combined immunodeficiency disease	C2711630	
IMMUNODEFICIENCY 58	C4748304	Combined immunodeficiency disease	C2711630	
IMMUNODEFICIENCY 56	C3554687	Combined immunodeficiency disease	C2711630	
IMMUNODEFICIENCY 15A	C4748694	Combined immunodeficiency disease	C2711630	
IMMUNODEFICIENCY 60 AND AUTOIMMUNITY	C5193072	Combined immunodeficiency disease	C2711630	
IMMUNODEFICIENCY 23	C4014371	Combined immunodeficiency disease	C2711630	
IMMUNODEFICIENCY 40	C4225328	Combined immunodeficiency disease	C2711630	
IMMUNODEFICIENCY 36	C4014934	Combined immunodeficiency disease	C2711630	
Combined immunodeficiency due to TFRC deficiency	C5568133	Combined immunodeficiency disease	C2711630	
IMMUNODEFICIENCY 37	C4015195	Combined immunodeficiency disease	C2711630	
ACTIVATED PI3K-DELTA SYNDROME	C3714976	Combined immunodeficiency disease	C2711630	
IMMUNODEFICIENCY 16	C3810053	Combined immunodeficiency disease	C2711630	
Nezelof's syndrome	C0152094	Congenital T-Cell Immunodeficiency	C1333147	
IMMUNODEFICIENCY 13	C3809768	Congenital T-Cell Immunodeficiency	C1333147	
IMMUNODEFICIENCY 52	C4479588	Congenital T-Cell Immunodeficiency	C1333147	
IMMUNODEFICIENCY 49	C4310656	Congenital T-Cell Immunodeficiency	C1333147	
IMMUNODEFICIENCY 7	C3809332	Congenital T-Cell Immunodeficiency	C1333147	
Immune dysfunction with T-cell inactivation due to calcium entry defect 1	C2748568	Congenital T-Cell Immunodeficiency	C1333147	
IMMUNODEFICIENCY 17	C3810107	Congenital T-Cell Immunodeficiency	C1333147	
IMMUNODEFICIENCY 11B WITH ATOPIC DERMATITIS	C4539957	Congenital T-Cell Immunodeficiency	C1333147	
Severe combined immunodeficiency, atypical	C1849236	Congenital T-Cell Immunodeficiency	C1333147	
Immunodeficiency due to Defect in CD3-Zeta	C1857798	Congenital T-Cell Immunodeficiency	C1333147	
Chronic granulomatous disease	C0018203	Phagocyte Bactericidal Dysfunction	C0031306	
Atypical Mycobacteriosis, Familial, X-Linked 2	C1970859	Phagocyte Bactericidal Dysfunction	C0031306	
VITAMIN K-DEPENDENT CLOTTING FACTORS, COMBINED DEFICIENCY OF, 1	C1848534	Hereditary combined deficiency of vitamin K-dependent clotting factors	C4510617	
Urocanase deficiency	C0268514	Disorder of histidine metabolism	C0268512	
Tamoxifen-Related Endometrial Disorder	C1515212	Endometrial disorder	C0151622	
Endometritis	C0014179	Endometrial disorder	C0151622	
Neurosyphilis, Asymptomatic	C0153167	Neurosyphilis	C0027927	
Tabes Dorsalis	C0039223	Neurosyphilis	C0027927	
Compensatory emphysema	C0155918	Other emphysema	C0029607	
Interstitial emphysema	C1370824	Other emphysema	C0029607	
Other symptomatic late congenital syphilis	C0153136	Syphilis, Congenital	C0039131	
Uterine Inversion	C0162482	Uterine Diseases	C0042131	
Hemometra	C0018948	Uterine Diseases	C0042131	
Pelvic congestion syndrome	C0152078	Uterine Diseases	C0042131	
Uterine Polyp	C0156369	Uterine Diseases	C0042131	
Placental Non-Neoplastic Disorder	C1335423	Uterine Diseases	C0042131	
Uterine Cancer	C0153567	Uterine Diseases	C0042131	
Endometriosis of uterus	C0341858	Uterine Diseases	C0042131	
Cervix Diseases	C0007867	Uterine Diseases	C0042131	
Adhesions of uterus	C0241593	Uterine Diseases	C0042131	
Chronic subinvolution of uterus	C0156370	Uterine Diseases	C0042131	
Inflammatory disease of the uterus	C0269047	Uterine Diseases	C0042131	
Female infertility of uterine origin	C0156416	Uterine Diseases	C0042131	
Endometrial disorder	C0151622	Uterine Diseases	C0042131	
Chagas' disease without mention of organ involvement	C0007932	Trypanosomiasis	C0041227	
African Trypanosomiasis	C0041228	Trypanosomiasis	C0041227	
Babesiosis	C0004576	Protozoan Infections	C0033740	
Dientamoebiasis	C0012147	Protozoan Infections	C0033740	
Amebiasis	C0002438	Protozoan Infections	C0033740	
Leishmaniasis	C0023281	Protozoan Infections	C0033740	
Theileriasis	C0039753	Protozoan Infections	C0033740	
Coccidiosis	C0009187	Protozoan Infections	C0033740	
Trichomonas Infections	C0040921	Protozoan Infections	C0033740	
Balantidiasis	C0004692	Protozoan Infections	C0033740	
Malaria	C0024530	Protozoan Infections	C0033740	
Giardiasis	C0017536	Protozoan Infections	C0033740	
Trypanosomiasis	C0041227	Protozoan Infections	C0033740	
Hordeolum	C0019917	Eyelid Diseases	C0015423	
Infective dermatitis of eyelid of types resulting in deformity	C0155181	Eyelid Diseases	C0015423	
Blepharal carcinoma	C0920196	Eyelid Diseases	C0015423	
Blepharochalasis	C0005742	Eyelid Diseases	C0015423	
Eyelid Neoplasms	C0015424	Eyelid Diseases	C0015423	
Ectropion	C0013592	Eyelid Diseases	C0015423	
Lagophthalmos	C0152226	Eyelid Diseases	C0015423	
Entropion	C0014390	Eyelid Diseases	C0015423	
Hypotrichosis of eyelid	C0155214	Eyelid Diseases	C0015423	
Hypertrichosis of eyelid	C0155213	Eyelid Diseases	C0015423	
Hypopigmentation of eyelid	C0155212	Eyelid Diseases	C0015423	
Blepharophimosis	C0005744	Eyelid Diseases	C0015423	
Hyperpigmentation of Eyelids	C0155211	Eyelid Diseases	C0015423	
Keratoconus, stable condition	C0155131	Keratoconus	C0022578	
Acute hydrops keratoconus	C0339286	Keratoconus	C0022578	
Postphlebitic Syndrome	C0032807	Venous Insufficiency	C0042485	
Pinguecula	C0152255	Conjunctival degeneration	C0155160	
Hypertension, Renovascular	C0020545	Renal hypertension	C0020544	
Nephrosclerosis	C0027719	Renal hypertension	C0020544	
Benign hypertensive renal disease	C0155596	Renal hypertension	C0020544	
Malignant hypertensive renal disease	C0155593	Renal hypertension	C0020544	
Chronic petrositis	C0155450	Chronic osteomyelitis	C0008707	
Arthritis	C0003864	Osteitis	C0029400	
Juvenile osteochondrosis of tibial tubercle	C0029376	Osteitis	C0029400	
Ankylosing spondylitis	C0038013	Osteitis	C0029400	
Cortical Congenital Hyperostosis	C0020497	Osteitis	C0029400	
Tennis Elbow	C0039516	Osteitis	C0029400	
Chronic osteomyelitis	C0008707	Osteitis	C0029400	
Indeterminate leprosy	C0021192	Leprosy	C0023343	
Leprosy, Lepromatous	C0023348	Leprosy	C0023343	
Tuberculoid leprosy	C0023351	Leprosy	C0023343	
Borderline leprosy	C0023346	Leprosy	C0023343	
Pleural Mesothelioma	C1377913	Pleural Diseases	C0032226	
Pulmonary Blastoma	C0206629	Pleural Diseases	C0032226	
Empyema, Pleural	C0014013	Pleural Diseases	C0032226	
Other spontaneous pneumothorax	C0029850	Pleural Diseases	C0032226	
Tuberculous pleurisy in primary progressive tuberculosis	C0152531	Pleural Diseases	C0032226	
Other specified forms of pleural effusion, except tuberculous	C0029799	Pleural Diseases	C0032226	
Ear Neoplasms	C0013449	Ear Diseases	C0013447	
Disorder of middle ear	C0271428	Ear Diseases	C0013447	
Diseases of external ear	C0155388	Ear Diseases	C0013447	
Diseases of inner ear	C0494559	Ear Diseases	C0013447	
Retrocochlear Diseases	C0035352	Ear Diseases	C0013447	
Partial loss or necrosis of ear ossicles	C0155488	Ear Diseases	C0013447	
Adhesive middle ear disease	C0155478	Ear Diseases	C0013447	
Discontinuity or dislocation of ear ossicles	C0155487	Ear Diseases	C0013447	
Ear discharge	C0155540	Ear Diseases	C0013447	
Mumps	C0026780	Herpangina	C0019338	
